,Name_of_Project,Description,Structural_sbard,Vague_both,Anaphoric_taphsir
416,2002_evla_back,Processing flags – a table of flags needed to identify various internal conditions relating to error response and processing state.,1,1,0
417,2002_evla_back,"Metadata – All internally and externally generated data about the processed time series and spectra including invalid data flags, processes applied, coordinates, etc.",1,1,0
420,2002_evla_back,"Failure Report – internal system component (e.g., disk drive, processors, processes, and networks) failure number (translatable into text error message) and time stamp.",1,0,0
421,2002_evla_back,"Recovery Report – internal system component (process, processor, network) recovery action result.",1,0,0
423,2002_evla_back,"Data Integrity – the Backend System shall maintain input data fidelity and dynamic range across all processing, manipulation and I/O functions.",1,0,0
424,2002_evla_back,"Error Handling – the system shall be capable of flagging and marking corrupted data segments and proceeding without interruption or effect on other data. This includes, but is not limited to, partial data, zero data, underflows, overflows, infinities, and NaN’s whether obtained on input or arising during processing.",1,1,0
425,2002_evla_back,"Input – The BE System shall be capable of accepting an aggregate data input stream from the Correlator of a minimum of 1.6 Gbytes/sec. This must be done simultaneously with the output stream, but not necessarily over the same interconnects. This is an initial deployment specification and will be increased over time.",1,1,0
426,2002_evla_back,"Output – The BE System shall be capable of delivering an output data stream to the e2e System of a minimum of 25 MBytes/sec. This includes resends and simultaneous transfer of data stored due to a previous e2e connection outage. This must be done simultaneously with the output stream, but not necessarily over the same interconnects. This is an initial deployment specification and will be increased over time.",1,1,0
427,2002_evla_back,CPU – The total processor capability of the BE System shall be (combination of numbers of processors and individual processor speed) sufficient to accomplish all processing tasks while avoiding loss or delay on the input and output data streams.,1,1,0
428,2002_evla_back,Memory – The BE System shall have sufficient (amount TBD) memory with sufficient (rate TBD) access speeds to accomplish all processing tasks while avoiding loss or delay on the input and output data streams.,1,1,0
429,2002_evla_back,Excess Storage – The BE System shall have sufficient storage (memory and/or disk) with sufficient access speeds to meet short duration Correlator bursting demands (level TBD) plus a standby reserve (amount TBD) to meet reliability needs and handle outage recovery demands.,1,1,0
430,2002_evla_back," Applications – all math/science application software shall take optimal advantage of all language, compiler, and system computational features and resources to reduce run times to the minimum practical level.",1,1,0
431,2002_evla_back,"Management – all management software functions shall take optimal advantage of all language, compiler and system features and resources to reduce overheads to the minimum practical level.",1,1,0
432,2002_evla_back,"I/O – all input and output, and storage and retrieval operations shall take optimal advantage of all system resources to reduce overhead and latency to the minimal practical level.",1,1,0
433,2002_evla_back,Processing – all data processing functions shall be chainable (outputs pipeable to inputs) and repeatable in the processing pipeline in cases where this makes computational sense.,1,0,0
434,2002_evla_back,"General - Operating system, message passing and other middle-ware, and programming language(s) used shall follow industry standards and be commonly available and widely used. Availability of source code for the OS will be very important.",0,1,0
435,2002_evla_back,"Auto-correction – the Backend System shall be self-monitoring.  It will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.",1,1,1
436,2002_evla_back,Software – the software part of the system shall be able to perform without total system restart due to internal failure between array maintenance windows.,1,0,0
437,2002_evla_back,"Hardware – the hardware part of the system shall be able to perform indefinitely without complete loss of service, except in the event of total failure of primary and backup power.",1,0,0
438,2002_evla_back,Correlator mode changes – the system shall be capable of responding in a loss-less manner to I/O and processing changes arising from Correlator mode changes.,1,1,0
439,2002_evla_back,Loss of e2e – the system shall continue to operate in a loss-less manner in the event of a temporary (time duration TBD) loss of availability of the e2e System.,1,0,0
440,2002_evla_back,"Loss of Correlator – the system shall be able to complete processing of all onboard data, deliver the results to the End-to-End System and maintain availability for immediate resumption of operations once Correlator access is restored.",1,1,0
441,2002_evla_back,Loss of M&C – the system shall continue to operate during the absence of the M&C System until the first encounter of unavailable critical auxiliary data. The system will cache a predetermined amount (TBD) of correlator data after the first encounter of unavailable critical data and complete all requested operations on cached data once the unavailable critical data is obtained.,1,0,0
442,2002_evla_back,Standby Mode – the system shall be able to sit at idle and resume operations with minimal (amount TBD) delay.,1,0,0
443,2002_evla_back,"Hardware Accessibility – all system processing and interconnect hardware shall be readily accessible for maintenance, repair, replacement and/or reconfiguration.",1,0,0
444,2002_evla_back,Software Accessibility – all systems and application source code shall be available to or on the systems that execute it.,1,1,1
447,2002_evla_back,Software tools – software tools and pre-built applications that do not have source code available shall come with a complete diagnostic package and customer support.,1,1,0
448,2002_evla_back,Operating Systems – operating system software shall either have source code available or come with sufficient diagnostics and customer support.,0,1,0
449,2002_evla_back,"Hardware – I/O, communications, and processing hardware shall be easily expandable, reconfigureable, augmentable and replaceable to meet increasing data transfer and processing demands imposed by EVLA science, Correlator changes, and availability of new hardware.",0,1,0
